467,Python;Java,0,62.96,5,2,0,No,NoPay
539,C++;Machine Learning;Data Analysis,1,64.92,9,4,0,No,NoPay
531,Python,4,93.59,0,1,1,No,NoPay
796,Machine Learning;SQL,4,95.22,3,2,0,No,NoPay
695,Data Analysis;SQL,3,93.89,2,0,1,No,NoPay
927,SQL;Data Analysis,5,94.39,3,1,0,No,NoPay
338,Data Analysis;C++,1,69.06,4,1,0,No,NoPay
51,Java;C++,5,68.6,0,2,1,No,NoPay
507,SQL,5,70.28,1,3,1,No,NoPay
516,Data Analysis;SQL,0,80.64,1,2,1,No,NoPay
921,Data Analysis,2,85.46,8,1,1,No,NoPay
633,Machine Learning;C++;Python,4,74.45,5,2,1,No,NoPay
264,SQL,2,78.16,3,4,0,No,NoPay
587,C++;SQL;Java,4,77.1,5,3,0,No,NoPay
711,C++,3,67.19,9,0,1,No,NoPay
736,C++,3,82.51,5,3,0,No,NoPay
833,Machine Learning,3,92.53,7,1,1,No,NoPay
518,Java,4,86.89,3,2,1,No,NoPay
447,Machine Learning;C++,1,70.86,6,4,1,No,NoPay
18,Data Analysis,5,85.38,2,1,1,No,NoPay
716,SQL,3,83.72,8,4,1,No,NoPay
483,Data Analysis;SQL;C++,4,66.45,7,0,0,No,NoPay
568,Machine Learning;Data Analysis,3,93.26,4,3,1,No,NoPay
433,Python;C++;SQL,0,90.49,8,1,1,No,NoPay
367,SQL;Python;Data Analysis,2,92.31,2,2,1,No,NoPay
83,Data Analysis,3,90.2,9,0,1,No,NoPay
61,Python;Data Analysis;C++,3,68.81,7,1,1,No,NoPay
649,Data Analysis,1,99.26,1,1,1,No,NoPay
272,Java;Python;Data Analysis,3,65.74,1,3,1,No,NoPay
285,Data Analysis,0,84.51,4,3,1,No,NoPay
360,C++,3,78.58,6,3,0,No,NoPay
354,Python,5,67.57,3,2,1,No,NoPay
456,Data Analysis;Machine Learning;Python,1,70.36,6,2,0,No,NoPay
278,Machine Learning;Data Analysis,1,84.51,8,1,1,No,NoPay
12,SQL;Python;Java,2,60.7,7,0,0,No,NoPay
182,Machine Learning;Data Analysis,0,62.11,0,1,0,No,NoPay
368,SQL;Machine Learning;C++,3,67.53,4,3,0,No,NoPay
882,Machine Learning;C++,2,94.05,6,2,1,No,NoPay
616,SQL;Python,2,83.99,1,1,1,No,NoPay
223,Java;C++;Data Analysis,0,90.67,2,4,1,No,NoPay
800,SQL;Machine Learning,4,64.29,6,2,0,No,NoPay
994,SQL;Python,2,63.77,7,3,0,No,NoPay
813,Python,2,92.66,1,2,1,No,NoPay
545,C++,5,75.08,9,3,0,No,NoPay
583,Python;Machine Learning,5,68.44,9,3,0,No,NoPay
723,Data Analysis,4,68.59,9,1,0,No,NoPay
176,C++;SQL;Data Analysis,1,74.99,9,1,1,No,NoPay
666,Data Analysis;SQL,3,86.3,8,3,0,No,NoPay
628,Data Analysis;Machine Learning;C++,1,64.77,4,1,1,No,NoPay
864,Machine Learning,2,80.87,2,4,0,No,NoPay
874,Data Analysis;C++;SQL,3,97.14,8,0,0,No,NoPay
393,Python;SQL,5,69.38,1,4,0,No,NoPay
163,SQL;Machine Learning,4,94.3,4,2,1,No,NoPay
248,Python;Machine Learning,4,69.14,8,0,0,No,NoPay
635,Machine Learning;Python;Java,2,76.97,5,3,1,Interview,NoPay
886,Data Analysis,0,61.61,0,2,1,No,NoPay
670,SQL;Machine Learning;C++,4,76.76,6,3,1,No,NoPay
375,C++;Data Analysis;Machine Learning,1,67.44,2,4,0,No,NoPay
412,C++;SQL;Python,3,90.73,0,4,1,No,NoPay
74,Python,3,75.65,9,0,1,No,NoPay
113,Machine Learning,2,73.35,9,0,0,No,NoPay
570,Machine Learning;C++,4,74.32,5,1,1,No,NoPay
962,C++;Data Analysis,1,85.13,8,2,1,No,NoPay
390,Data Analysis,0,63.15,8,0,1,No,NoPay
104,Python,0,86.31,2,2,0,No,NoPay
114,Machine Learning,4,78.85,2,4,0,No,NoPay
417,Data Analysis;Python;SQL,0,82.75,9,0,1,No,NoPay
525,Data Analysis;Machine Learning;C++,3,96.76,7,2,1,No,NoPay
457,SQL,4,79.53,9,2,1,No,NoPay
409,Python;Java,5,67.63,2,1,0,No,NoPay
92,Java;Python,4,95.73,0,4,0,No,NoPay
931,Machine Learning,1,60.51,6,3,1,No,NoPay
89,Java,4,67.54,7,3,1,No,NoPay
336,Data Analysis;C++;SQL,2,97.87,7,0,0,No,NoPay
989,Machine Learning;C++;Python,5,74.56,5,1,0,No,NoPay
922,Data Analysis,0,87.57,5,2,1,No,NoPay
934,Machine Learning;Data Analysis,0,91.21,5,0,1,No,NoPay
697,Java;Data Analysis,0,92.9,4,3,0,No,NoPay
594,Python,5,98.53,3,4,0,No,NoPay
752,Python;Data Analysis;C++,4,67.48,2,2,1,No,NoPay
94,Data Analysis,0,76.83,0,2,0,No,NoPay
11,C++,3,69.89,3,1,0,No,NoPay
396,C++;Machine Learning;Java,1,73.12,5,3,0,No,NoPay
533,Java,2,97.24,9,3,1,No,NoPay
43,Java;Data Analysis,4,78.82,1,1,0,No,NoPay
42,Machine Learning;C++;Data Analysis,2,74.62,7,1,0,No,NoPay
329,Python;Machine Learning,5,91.77,1,3,1,Yes,125
167,Python;Data Analysis,5,71.28,1,2,1,No,NoPay
497,Machine Learning;SQL;Python,1,95.04,6,3,0,Interview,NoPay
877,Data Analysis,5,70.88,2,0,1,No,NoPay
598,C++;Java;Machine Learning,4,85.86,6,4,1,No,NoPay
757,Java;SQL;Machine Learning,4,62.53,4,3,0,No,NoPay
100,C++;SQL,4,99.02,4,2,0,No,NoPay
426,SQL;Data Analysis,3,88.36,2,2,0,No,NoPay
178,C++,0,93.37,7,3,0,No,NoPay
444,Data Analysis;Machine Learning,2,91.93,0,3,1,No,NoPay
416,SQL;Java;Python,2,76.22,3,4,0,No,NoPay
774,SQL,5,88.19,2,3,0,No,NoPay
883,Java,2,77.33,4,3,0,No,NoPay
